Sentence,Words,POS,Tag
, gishata ,NN,O
,zore,AJ,I-ORG
,keetha,NZ,I-ORG
,ikonoome ,VV,O
,wuda,NP,O
, eqo ,NP,O
,komite ,NC,O
,kaalo ,NN,O
,shiishizaara ,NN,O
,mishshiro,NN,I-PER
, Almaz,PU,I-PER
, Meseley,NN,I-PER
, qonccissida ,NN,O
,mal ,NN,O
,yunibersite,AJ,I-ORG
,bollan ,NZ,O
,dere,VV,O
, gishsha ,VV,O
,zore,NN,I-ORG
, keethay,NN,I-ORG
,ooththiza ,AJ,O
,kaloynne ,NZ,O
,maado ,VV,O
,guutha ,NP,O
,gididaysa ,NP,O
,dumma ,NC,O
,dumma ,NN,O
,gaasotan ,NN,O
,timirtte ,NN,O
,qanxxon ,NN,O
,timirtte ,NN,O
,cachcha ,AJ,O
,guuxxetetha,NZ,O
, gaason ,VV,O
,daro ,VV,O
,maccati ,NN,O
,timirtte,NN,I-ORG
,keethappe,AJ,I-ORG
,goodetethane ,NZ,O
,daro ,VV,O
,motota ,NP,O
,qonccissidi ,NP,O
,ha ,NC,O
,metota ,NN,O
,birshshanaas,NN,O
, tobbethay ,NN,O
,giigidaysa ,PU,O
,yootida,PU,O
,.,PUN,O
Sentence,Dumma/AJ ,NN,O
,dumma/AJ ,AJ,O
,haatha/NN,NZ,O
, doorota/NN,VV,O
, go7ettidi/VV ,VV,O
,dan77o/NN,NN,O
, unka/NN ,NN,O
,unko/NN ,AJ,O
,muurutison/NP ,NZ,O
,lo7o/AJ ,VV,O
,demisha/NN ,NP,O
,demo/VV ,NP,O
,doommidaysa/NN ,NC,I-LOC
,Gaammo/NN ,NN,I-LOC
,Goofa/NN ,NN,I-LOC
,zoonen/NP,NN,I-LOC
, Boreda/NN ,PU,O
,goshshanchati/NN ,NN,O
,qonccissida/VV ,NN,O
,.,PUN,O
Sentence,Dan77o/NN ,AJ,O
,unka/NN ,NZ,O
,unkonne/NN ,VV,O
,ayfe/NN,VV,O
, ayfe/NN ,NN,O
,muurutison/NP,NN,O
, koyrottida/NN ,AJ,O
,goshshanchata/NV ,NZ,O
,sha7appe/NN ,VV,O
,bolla/POP ,NP,O
,gaththidaysa/VP,NP,O
, erissida/VV,NC,O
, .,PUN,I-PER
Sentence,yalagay/NN,NN,I-PER
, Mintesnot/NN ,NN,O
,qeeri/AJ ,NN,O
,naatetethappe/NN ,NN,O
,doomidi/VV ,AJ,O
,dan77o/NN ,NZ,O
,unka/NN ,VV,O
,unko/NN,VV,O
, muurutison/NP ,NN,O
,muurutancha/NN ,NN,O
,getetanas/NN ,AJ,O
,demmidayssa/VP ,NZ,O
,qonccissides/VV ,VV,O
,./PU,NP,O
Sentence, Goshshancha/NN ,NP,O
,Kaaca/NN,NC,I-PER
, kanday/NN ,NN,I-PER
,goshsha/NN,NN,O
, timirttepe/NN ,NN,O
,gujora/NN ,PU,O
,yelaga/NN ,PU,O
,Mintesnot/NN ,NN,I-PER
,Shankay/NN ,NN,I-PER
,demmida/VV,AJ,O
, losen/NN ,NZ,O
,goggiza/VV,VV,O
, haathe/NN ,VV,O
,go7ettidi/VV,NN,O
, dan'o/NN,NN,O
, unka/NN ,AJ,I-PER
,unkota/NN ,NZ,I-PER
,muurutison/NP,VV,O
, laythan/NP ,NP,O
,demisha/NN ,NP,O
,demmidayssa/VP,NC,O
, erissida/VV,NN,O
, ./PU ,PUN,O
Sentence,Qabalen/NN ,NN,
,hara/AJ ,PU,
,heeratappe/NN ,NN,
,lose/NZ ,NN,
,demmidi/VV ,NN,
,dan'o/NN ,AJ,
,unka/NN ,NZ,
,unko/NN ,VV,
,muurutison/NP ,VV,
,diza/POP ,NN,
,goshshan/VP,NN,
, chata/NN ,AJ,
,tayboy/AJ,NZ,
, lam'utama/CN,VV,
, gakidayssa/NN ,NP,
,malatida/VV ,NP,
,./PU ,PUN,
Sentence,Laythay/NN ,NN,
, ppe/POP ,NN,
,garssa/NN,NN,
, gidida/VV,NN,
, qeeri/AJ ,NN,
,nayta/NN,AJ,
, ootho/VV,NZ,
, oothisoy/NN ,VV,
,daba/NZ,VV,
, gididaysa/VV,NN,
, ootho/VV,NN,
, kaaleththizayti/NV,AJ,
, qonccissida/VV,NZ,
, ./PU,PUN,
Sentence, Kaalethay/NN ,NP,
,zoone/NN ,NP,
,oothanchanne/NN ,NC,
,deretetha/AJ ,NN,
,wuda/NZ ,NN,
,keethanne/NN,NN,
, hara/AJ,PU,
, gelthiza/VV ,PU,
,kifiletara/NP,NN,
, issi/PI ,NN,
,bolla/POP ,AJ,
,ooththidaysan/VP,NZ,
, higge/NZ ,VV,
,karera/NP ,VV,
,qeeri/AJ,NN,
, nayta/NN ,NN,
,yuushoy/NN,AJ,
, guuxxi/NN ,NZ,
,yidaysa/VP,VV,
, erissides/VV,NP,
, ./PU ,PUN,
Sentence,Ha7i/AD ,NC,
,matara/NN,NN,
, kaallanaas/NN ,NN,
,metoththiza/NN ,NN,
,medho/VV ,PU,
,go7ettidi/VV ,NN,
,asati/NN ,NN,
,qanthara/NN ,NN,
,duretana/NN,AJ,
, dumma/AJ ,NZ,
,zal77e/NZ ,VV,
,qaaxo/VV ,VV,
,oothettes/VV,NN,
, ./PU Ha/PD ,NN,
,qaaxota/NN ,AJ,
,giddoppe/POP,NZ,
, higgeppe/NP,VV,
, kare/NN ,NP,
,ogera/NP ,NP,
,asan/NP ,NC,
,zal'enne/NC,NN,
, googiso/NN ,NN,
,dabay/NN,NN,
, malatettes/NN,NN,
, ./PU,PUN,
Sentence,Worada(LOC),AJ,B-LOC
, Kaththa,NZ,O
, limaate ,VV,O
,oothanchcha ,VV,O
,daanna(PER) ,NN,I-PER
,Bahilu(PER) ,NN,I-PER
,Jarso(PER) ,AJ,I-PER
,be ,NZ,O
,baggara,VV,O
, goshshanchchati ,NP,O
,diza ,NP,O
,haathe ,NC,O
,doorota ,NN,O
,ge'etidi ,NN,O
,silan lo'o ,NN,O
,muuruta ,PU,O
,demmanaas,PU,O
, ootho ,NN,O
,kooshshizayssa ,NN,O
,qofissida,AJ,O
,. ,PUN,O
Sentence,Woreda(LOC) ,VV,B-LOC
,DEHIDENE(ORG),VV,I-LOC
, tashe ,NN,O
,Keetha(ORG),NN,I-PER
, kaappoy ,AJ,O
,daanna(PER) ,NZ,I-PER
,Zekariyas(PER),VV,I-PER
, Gomeshay(PER),NP,I-PER
, immida,NP,O
, qofan,NC,O
, gabba ,NN,O
,wode ,NN,O
,ayfe ,NN,O
,kaththa ,PU,O
,qommotan,NN,O
, Kammanaas ,NN,O
,halchchon,NN,O
, oykettida,AJ,O
, sha'anne ,NZ,O
,hekitaare ,VV,O
,gade ,VV,O
,gidishin ,NN,O
,hayssa ,NN,O
,giddoppe,AJ,O
,sha'ane,NZ,O
, hekitaare,VV,O
, gadey ,NP,O
,cilillidayssa ,NP,O
,yootida ,NC,O
,Kaappoy,NN,O
, hayssas ,NN,O
,sha7anne ,NN,O
,daappenne ,NN,O
,yuriya,NN,O
, gishanaas,AJ,O
, halchcho ,NZ,O
,oykkidi  ,VV,O
,Kuntaale,VV,O
, gishettidayssa,NN,O
, qorccissida ,NN,O
,gishe ,AJ,O
,oda ,NZ,O
,gaththiday,VV,O
, Kebede(PER) ,NP,B-PER
,Kaasayeko(PER),NP,I-PER
,.,PUN,O
Sentence,Segene ,NN,O
,heera ,NN,O
,dere,NN,O
, asa ,PU,I-PER
,Zoonen(PER),PU,I-LOC
, Ale(LOC),NN,I-LOC
, worada(LOC),NN,I-LOC
, goshsha ,AJ,O
,keethay(ORG),NZ,I-ORG
, halaytha ,VV,O
,gabba,VV,O
, goshshan ,NN,O
,Sha'u,NN,O
, Kuntaale ,AJ,O
,muurutay ,NZ,O
,Shiiqana ,VV,O
,giidi ,NP,O
,naagizayssa ,NP,O
,eridssida,NC,O
,. ,PUN,O
Sentence,Hayssa ,NN,O
,oothos,NN,O
, sha7u ,PU,O
,Kuntaaleppe,NN,O
, bollara,NN,O
, yuriyanne ,NN,O
,daappe ,AJ,O
,gade ,NZ,O
,oshay,VV,O
, gashshanchchatas ,VV,O
,gakkidayssi ,NN,O
,xeelettides,NN,O
,. ,PUN,O
Sentence,Goshshanchchati ,NZ,O
,quman ,VV,O
,bena ,NP,O
,danda'idi ,NP,O
,qeelametana ,NC,O
,mala ,NN,O
,Kawoy ,NN,O
,dumma ,NN,O
,dumma ,NN,O
,goshsha,NN,O
, istrateje ,AJ,O
,oyKkidi ,NZ,O
,qaaxo ,VV,O
,doommodeppe,VV,O
, daro ,NN,O
,laytha ,NN,O
,taybissides,AJ,O
,. ,PUN,O
Sentence,Hayssanika,VV,O
, daro ,NP,O
,goshshanchchati,NP,O
, laame ,NC,O
,oge yida,NN,O
,. ,PUN,O
Sentence,Goshshanchcha ,NN,O
,Baysama ,PU,O
,Bayray,PU,O
, Ale(LOC) ,NN,I-LOC
,woradan(LOC),NN,I-LOC
, Gewaade(LOC) ,AJ,I-LOC
,qabale(ORG) ,NZ,I-ORG
,goshshanchchako,VV,O
,. ,PUN,O
Sentence,Gabba,NN,O
, zerethi ,NN,O
,zeranappe ,AJ,O
,sinthe ,NZ,O
,zarereththidi ,VV,O
,goyidi liiqissidayssa ,NP,O
,malatidi,NP,O
, yuriyanne ,NC,O
,daappe ,NN,O
,osha ,NN,O
,dooro,NN,O
, zereththara ,PU,O
,walakki ,NN,O
,Zeridayssas ,NN,O
,haii,NN,O
, badala,AJ,O
, Kaththay ,NZ,O
,gade,VV,O
, bolla lo'o ,VV,O
,gididayssa ,NN,O
,erissida,NN,O
,. ,PUN,O
Sentence,Qabale,NZ,O
, limaate,VV,O
, xaaba,NP,O
, oothanchcha ,NP,O
,daanna(PER) ,NC,I-PER
,Asafa(PER),NN,I-PER
, Busquntey(PER) ,NN,I-PER
,be,NN,O
,baggara,NN,O
,gosshanchchati,NN,O
,kumetha ,AJ,O
,zerethanne ,NZ,O
,osha ,VV,O
,go'ettidi ,VV,O
,Zeridayssas ,NN,O
,ha'i ,NN,O
,laamey ,AJ,O
,yides,NZ,O
,. ,PUN,O
Sentence,Hayssas ,NP,O
,zerethanne ,NP,O
,osha,NC,O
, Koshshay,NN,O
, wodeppe ,NN,O
,woden ,NN,O
,gujjides ,PU,O
,gida,PU,O
,.,PUN,O
Sentence,Daanna(PER) ,NN,B-PER
,Kefiyalew(PER) ,AJ,I-PER
,Geresuy(PER) ,NZ,I-PER
,Ale(LOC) ,VV,I-LOC
,worada(LOC) ,VV,I-LOC
,goshsha ,NN,O
,keetha(ORG) ,NN,I-ORG
,Kaalo,AJ,O
, Kaapponne ,NZ,O
,Kaththa ,VV,O
,ekistenshine ,NP,O
,ootho ,NP,O
,Kaaleththizaytako,NC,O
,. ,PUN,O
Sentence,Worodan(LOC) ,NN,B-PER
,halaythi ,NN,O
,gabba ,PU,O
,wode ,NN,O
,Sha'u,NN,O
, hekitaare ,NN,O
,gadey ,AJ,O
,Zerethan ,NZ,O
,Kammanaas ,VV,O
,halchchoy ,VV,O
,oykettidayssa ,NN,O
,malatidi,NN,O
, sha'anne,AJ,O
,Kuntaale ,NZ,O
,muurutay ,VV,O
,shiiqandes ,NP,O
,giidi ,NP,O
,naagizayssa ,NC,O
,erissida,NN,O
,.,PUN,O
Sentence, Gabba ,NN,O
,iray ,NN,O
,wode ,AJ,O
,naagi ,NZ,O
,bukontayssas ,VV,O
,zerethanne ,VV,O
,osha ,NN,O
,gisho ,NN,O
,bolla ,AJ,O
,qoha,NZ,O
, medhdhides ,VV,O
,gidayti ,NP,O
,daanna(PER) ,NP,I-PER
,Kefiyalew(PER) ,NC,I-PER
,hayssi ,NN,O
,gidikoka ,NN,O
,sha'anne  ,NN,O
,Kuntaale,PU,O
, daappenne ,NN,O
,Sha'anne ,NN,O
,kuntaale,NN,O
, yuuriyay ,AJ,O
,goshshanchchatas ,NZ,O
,gakkidayssa ,VV,O
,Yootidi ,VV,O
,silas,NN,O
, gadey ,NN,O
,giigon ,AJ,O
,dizayssa,NZ,O
, erissida,VV,O
, gishe oda ,NP,O
,gaththiday,NP,O
, Taamiro(PER) ,NC,I-PER
,Belihuko(PER),NN,I-PER
,.,PUN,O
Sentence,Segene(LOC) ,NN,B-LOC
,heera ,NN,O
,dereta ,NN,O
,zoone(LOC),AJ,I-LOC
, Konso(LOC) ,NZ,I-LOC
,worada(LOC) ,VV,I-LOC
,modele ,VV,O
,qeeri ,NN,O
,nayta ,NN,O
,Parlama ,AJ,O
,koyro ,NZ,O
,yuusho,VV,O
, eqqida ,NP,O
,laytha ,NP,O
,duulatay ,NC,O
,ooththetides,NN,O
,. ,PUN,O
Sentence,Duulatan ,NN,O
,worada(LOC) ,PU,I-LOC
,Zore(ORG) ,PU,I-LOC
,keetha(ORG),NN,I-LOC
, ayfe ,NN,O
,duulata ,AJ,O
,duunay,NZ,O
, danna ,VV,O
,Gezahagne ,VV,O
,Fooray ,NN,O
,qonccissida ,NN,O
,mala ,AJ,O
,konso ,NZ,O
,modelle ,VV,O
,qeeri,NP,O
, nayta,NP,O
, parlaamay ,NC,O
, koyro ,NN,O
,wode ,NN,O
,eqqidayssanne ,NN,O
,qeeri ,PU,O
,nayta ,NN,O
,bolle,NN,O
, gakkiza ,NN,O
,dabatanne,AJ,O
, wolqqa,NZ,O
, qohata ,VV,O
,teqqanaas ,VV,O
,qeeri ,NN,O
,nayta ,NN,O
,xeelliza ,AJ,O
,wudata ,NZ,O
,kaalliza ,VV,O
,zore,NP,O
, Keethako,NP,O
, gida,NC,O
,. ,PUN,O
Sentence,Eqo ,NN,O
,ba'alen,NN,O
, kaalliza ,NN,O
,nam'u ,NN,O
,laythatas ,AJ,O
,ooththizayti ,NZ,O
,doorettida ,VV,O
,gidishin ,VV,O
,qeeri ,NN,O
,na'a ,NN,O
,Abenezer(PER),AJ,I-PER
, Abraham(PER) ,NZ,I-PER
,ayfe ,VV,O
,duulate ,NP,O
,duuna ,NP,O
,qeeri ,NC,O
,nara ,NN,O
,xeselaame,NN,O
, Zewude(PER) ,NN,I-PER
,Kaalo(PER) ,PU,I-PER
,duulata ,PU,O
,duuna ,NN,O
,qeeri ,NN,O
,na'a ,AJ,O
,Alberto(PER) ,NZ,I-PER
,Gezahagney(PER),VV,I-PER
, Xaafetethan,VV,O
, doorettida,NN,O
, gidishin ,NN,O
,shiiqidayta ,AJ,O
,bolla ,NZ,O
,modele ,VV,O
,qeeri ,NP,O
,nayta ,NP,O
,parlaama ,NC,O
,yameti ,NN,O
,qofa ,NN,O
,shiishshidappe,NN,O
, quye ,PU,O
,Kumetha ,NN,O
,Kuushen ,NN,O
,andhdhida.,NN,O
,Tanara,AJ,O
, gidontadey ,NZ,O
,tanara ,VV,O
,eqettees,VV,O
,;,PUN,O
Sentence, Tanara ,NN,O
,issife ,AJ,O
,shiishonta ,NZ,O
,asi,VV,O
, wurikka,NP,O
, laalles,NP,O
,.,PUN,O
Sentence,Hessa,NN,O
, gish ,NN,O
,ta,NN,O
, intes ,NN,O
,tumu ,NN,O
,gays,AJ,O
,nagara ,NZ,O
,oosoynne,VV,O
, cashshi,VV,O
, wuri ,NN,O
,asas ,NN,O
,atto,AJ,O
, getettana ,NZ,O
,shin ,VV,O
,Xillo ,NP,O
,Ayana ,NP,O
,cayidadey ,NC,O
,maarettenna,NN,O
,.,PUN,O
Sentence, Ay ,NN,O
,asikka ,PU,O
,asaa ,PU,O
,naa ,NN,O
,bolla,NN,O
, haasayiza ,NN,O
,iita,AJ,O
, qaala ,NZ,O
,gish ,VV,O
,maarettana ,VV,O
,shin,NN,O
,Xillo ,NN,O
,Ayana ,AJ,O
,bolla,NZ,O
, haasayiza ,VV,O
,iita ,NP,O
,qaalay ,NP,O
,gidikko,NC,O
, hayssa ,NN,O
,ha ,NN,O
,woden ,NN,O
,gidin ,PU,O
,woykko ,PU,O
,buro ,NN,O
,yaana ,NN,O
,woden ,AJ,O
,gidin ,NZ,O
,maaroy ,VV,O
,deenna ,VV,O
,.,PUN,O
Sentence,dumma/AJ ,NN,O
,dumma/AJ ,AJ,O
,haatha/NN ,NZ,O
,doorota/NN ,VV,O
,go7ettidi/VV ,NP,O
,dan77o/NN,NP,O
, unka/NN ,NC,O
,unko/NN ,NN,O
,muurutison/NP ,NN,O
,lo7o/AJ ,NN,O
,demisha/NN,PU,O
, demo/VV ,NN,O
,doommidaysa/NN,NN,O
, Gaammo/NN ,NN,I-LOC
,Goofa/NN,AJ,I-LOC
, zoonen/NP ,NZ,I-LOC
,Boreda/NN ,VV,I-LOC
,goshshanchati/NN ,VV,I-PER
,qonccissida/VV,NN,O
, ./PU ,NN,O
Sentence,Dan77o/NN ,PUN,O
,unka/NN ,NZ,O
,unkonne/NN ,VV,O
,ayfe/NN ,NP,O
,ayfe/NN ,NP,O
,muurutison/NP ,NC,O
,koyrottida/NN ,NN,O
,goshshanchata/NV,NN,O
, usupuna/CN,NN,O
, sha'appe/NN,NN,O
, bolla/POP ,NN,O
,gaththidaysa/VP ,AJ,O
,erissida/VV,NZ,O
, ./PU,VV,O
, yalagay/NN ,VV,O
Sentence,Mintesnot/NN ,PUN,B-PER
,qeeri/AJ ,NN,O
,naatetethappe/NN ,AJ,O
,doomidi/VV ,NZ,O
,dan'o/NN ,VV,O
,unka/NN ,NP,O
,unko/NN ,NN,O
,muurutison/NP ,NN,O
,muurutancha/NN ,AJ,O
,getetanas/NN ,NZ,O
,demmidayssa/VP,VV,O
, qonccissides/VV ,VV,O
,./PU ,PUN,O
Sentence,Goshshancha/NN,NN,O
, Kaaca/NN ,AJ,O
,kanday/NN ,NZ,O
,goshsha/NN ,VV,O
,timirttepe/NN ,NP,O
,gujora/NN ,NP,O
,yelaga/NN ,NC,O
,Mintesnot/NN ,NN,I-PER
,Shankay/NN ,NN,O
,demmida/VV ,NN,O
,losen/NN,PU,O
, goggiza/VV,PU,O
, haathe/NN,NN,O
, go7ettidi/VV ,NN,O
,dan'o/NN ,AJ,O
,unka/NN ,NZ,O
,unkota/NN ,VV,O
,muurutison/NP,VV,O
, laythan/NP ,NN,O
,demisha/NN ,NN,O
,demmidayssa/VP,AJ,O
, erissida/VV ,NZ,O
,./PU ,PUN,O
Sentence,Qabalen/NN ,NP,B-LOC
,hara/AJ,NP,O
, heeratappe/NN ,NC,O
,lose/NZ ,NN,O
,demmidi/VV ,NN,O
,dan'o/NN ,NN,O
,unka/NN ,PU,O
,unko/NN,NN,O
, muurutison/NP,NN,O
, diza/POP ,NN,O
,goshshan/VP,AJ,O
, chata/NN ,NZ,O
,tayboy/AJ ,VV,O
,latamu/CN ,VV,O
,gakidayssa/NN,NN,O
, malatida/VV,NN,O
, ./PU ,PUN,O
Sentence,Laythay/NN ,NZ,O
,tammu/CN ,VV,O
,ppe/POP ,NP,O
,garssa/NN ,NP,O
,gidida/VV ,NC,O
,qeeri/AJ ,NN,O
,nayta/NN ,NN,O
,ootho/VV ,NN,O
,oothisoy/NN,NN,O
, daba/NZ ,NN,O
,gididaysa/VV ,AJ,O
,ootho/VV,NZ,O
, kaaleththizayti/NV ,VV,O
,qonccissida/VV ,VV,O
,./PU ,PUN,O
Sentence,Kaalethay/NN ,NN,O
,zoone/NN ,AJ,I-ORG
,oothanchanne/NN ,NZ,O
,deretetha/AJ ,VV,O
,wuda/NZ,NP,O
, keethanne/NN ,NP,O
,hara/AJ ,NC,O
,gelthiza/VV ,NN,O
,kifiletara/NP ,NN,O
,issi/PI ,NN,O
,bolla/POP ,PU,O
,ooththidaysan/VP ,PU,O
,higge/NZ,NN,O
, karera/NP ,NN,O
,qeeri/AJ,AJ,O
, nayta/NN ,NZ,O
,yuushoy/NN ,VV,O
,guuxxi/NN ,VV,O
,yidaysa/VP ,NN,O
,erissides/VV,NN,O
, ./PU ,PUN,O
Sentence,Ha'i/AD ,NZ,O
,matara/NN,VV,O
, kaallanaas/NN ,NP,O
,metoththiza/NN,NP,O
, medho/VV ,NC,O
,go'ettidi/VV,NN,O
, asati/NN ,NN,O
,qanthara/NN ,NN,O
,duretana/NN ,PU,O
,dumma/AJ ,NN,O
,zal'e/NZ ,NN,O
,qaaxo/VV ,NN,O
,oothettes/VV,AJ,O
, ./PU ,PUN,O
Sentence,Ha/PD ,VV,O
,qaaxota/NN ,VV,O
,giddoppe/POP,NN,O
, higgeppe/NP,NN,O
, kare/NN,AJ,O
, ogera/NP ,NZ,O
,asan/NP ,VV,O
,zal'enne/NC ,NP,O
,googiso/NN ,NP,O
,dabay/NN ,NC,O
,malatettes/NN ,NN,O
,./PU,PUN,O
Sentence,dumma/AJ ,NN,O
,dumma/AJ ,NN,O
,haatha/NN,NN,O
, doorota/NN,AJ,O
, go7ettidi/VV ,NZ,O
,dan77o/NN ,VV,O
,unka/NN ,VV,O
,unko/NN ,NN,O
,muurutison/NP,NN,O
, lo7o/AJ ,AJ,O
,demisha/NN,NZ,O
, demo/VV ,VV,O
,doommidaysa/NN ,NP,O
,Gaammo/NN ,NP,I-LOC
,Goofa/NN,NC,I-LOC
, zoonen/NP ,NN,I-LOC
,Boreda/NN ,NN,I-LOC
,goshshanchati/NN ,NN,O
,qonccissida/VV,PU,O
, ./PU ,PUN,O
Sentence,Dan'o/NN ,NN,O
,unka/NN ,NN,O
,unkonne/NN ,AJ,O
,ayfe/NN ,NZ,O
,ayfe/NN ,VV,O
,muurutison/NP,VV,O
, koyrottida/NN ,NN,O
,goshshanchata/NV,NN,O
, ichashu/CN ,AJ,O
,sha'appe/NN ,NZ,O
,bolla/POP,VV,O
, gaththidaysa/VP ,NP,O
,erissida/VV,NP,O
, ./PU ,PUN,O
Sentence,yalagay/NN ,NN,B-PER
,Mintesnot/NN,NN,I-PER
, qeeri/AJ,NN,O
, naatetethappe/NN ,PU,O
,doomidi/VV ,NN,O
,dan77o/NN,NN,O
, unka/NN ,NN,O
,unko/NN ,AJ,O
,muurutison/NP,NZ,O
, muurutancha/NN ,VV,O
,getetanas/NN ,VV,O
,demmidayssa/VP,NN,O
, qonccissides/VV ,NN,O
,./PU ,PUN,O
Sentence,Goshshancha/NN ,NZ,O
,Kaaca/NN ,VV,O
,kanday/NN ,NP,O
,goshsha/NN ,NP,O
,timirttepe/NN ,NC,O
,gujora/NN ,NN,O
,yelaga/NN ,NN,I-PER
,Mintesnot/NN ,NN,I-PER
,Shankay/NN ,NN,I-PER
,demmida/VV ,NN,O
,losen/NN ,AJ,O
,goggiza/VV ,NZ,O
,haathe/NN ,VV,O
,go7ettidi/VV ,VV,O
,dan77o/NN,NN,O
, unka/NN ,NN,O
,unkota/NN ,AJ,O
,muurutison/NP,NZ,O
, laythan/NP ,VV,O
,demisha/NN,NP,O
, demmidayssa/VP,NP,O
, erissida/VV ,NC,O
,./PU ,PUN,O
Sentence,Qabalen/NN ,NN,B-ORG
,hara/AJ ,NN,O
,heeratappe/NN ,PU,O
,lose/NZ ,PU,O
,demmidi/VV ,NN,O
,dan77o/NN ,NN,O
,unka/NN ,AJ,O
,unko/NN ,NZ,O
,muurutison/NP ,VV,O
,diza/POP ,VV,O
,goshshan/VP ,NN,O
,chata/NN ,NN,O
,tayboy/AJ ,AJ,O
,latamu/CN,NZ,O
, gakidayssa/NN ,VV,O
,malatida/VV,NP,O
, ./PU ,PUN,O
Sentence,Laythay/NN ,NC,O
,latamu/CN ,NN,O
,ppe/POP,NN,O
, garssa/NN,NN,O
, gidida/VV ,PU,O
,qeeri/AJ ,NN,O
,nayta/NN ,NN,O
,ootho/VV ,NN,O
,oothisoy/NN,AJ,O
, daba/NZ ,NZ,O
,gididaysa/VV ,VV,O
,ootho/VV,VV,O
, kaaleththizayti/NV,NN,O
, qonccissida/VV ,NN,O
,./PU ,PUN,O
Sentence,Kaalethay/NN ,NZ,O
,zoone/NN,VV,I-LOC
, oothanchanne/NN ,NP,O
,deretetha/AJ ,NP,O
,wuda/NZ ,NC,O
,keethanne/NN ,NN,O
,hara/AJ,NN,O
, gelthiza/VV,NN,O
, kifiletara/NP,NN,O
, issi/PI ,NN,O
,bolla/POP ,AJ,O
,ooththidaysan/VP,NZ,O
, higge/NZ ,VV,O
,karera/NP ,VV,O
,qeeri/AJ ,NN,O
,nayta/NN ,NN,O
,yuushoy/NN ,AJ,O
,guuxxi/NN ,NZ,O
,yidaysa/VP ,VV,O
,erissides/VV ,NP,O
,./PU ,PUN,O
Sentence,Ha7i/AD ,NC,O
,matara/NN ,NN,O
,kaallanaas/NN ,NN,O
,metoththiza/NN ,NN,O
,medho/VV ,PU,O
,go7ettidi/VV ,PU,O
,asati/NN ,NN,O
,qanthara/NN ,NN,O
,duretana/NN,AJ,O
, dumma/AJ ,NZ,O
,zal77e/NZ ,VV,O
,qaaxo/VV,VV,O
, oothettes/VV,NN,O
, ./PU ,PUN,O
Sentence,Ha/PD ,AJ,O
,qaaxota/NN,NZ,O
, giddoppe/POP ,VV,O
,higgeppe/NP ,NP,O
,kare/NN ,NP,O
,ogera/NP,NC,O
, asan/NP ,NN,O
,zal77enne/NC,NN,O
, googiso/NN,NN,O
, dabay/NN ,PU,O
,malatettes/NN ,NN,O
,./PU,PUN,O
Sentence,Gaammo ,NN,B-LOC
,Goofa ,AJ,I-LOC
,zoone ,NZ,I-LOC
,turizimenne ,VV,O
,Kawo,VV,O
, gaaeetetha ,NN,O
,wudata ,NN,O
,kaalethoy,AJ,O
, erissida,NZ,O
,.,PUN,O
Sentence, ArbaMincce ,NP,B-LOC
,Katamay ,NP,I-LOC
,daro ,NC,O
,turisteta,NN,O
, mokkiza ,NN,O
,medheta ,NN,O
,haaren ,NN,O
,anjetida,NN,O
, katama ,AJ,I-LOC
,gidashe ,NZ,O
,Kataman ,VV,I-LOC
,diza ,VV,O
,go7a,NN,O
, immiza ,NN,O
,eqotati ,AJ,O
,imaththati,NZ,O
, be ,VV,O
,ciggidayssan ,NP,O
,ufayssi ,NP,O
,demmana,NC,O
, malanne ,NN,O
,be ,NN,O
,gam'o,NN,O
,ufayssan ,PU,O
,aaththana ,PU,O
,mala,NN,O
, go7a ,NN,O
,immiza ,AJ,O
,eqotati,NZ,O
, go'a ,VV,O
,imon ,VV,O
,giigetethay,NN,O
, naagettes,NN,O
,. ,PUN,O
Sentence,Daanna,NZ,B-PER
, Birihan ,VV,I-PER
,Dejeney ,NP,I-PER
,Amistad ,NP,I-ORG
,internashinal,NC,I-ORG
, hotele ,NN,I-ORG
,ootho ,NN,O
,Kaaleththizayta ,NN,O
,gidishin ,PU,O
,turisteti ,NN,O
,loohida ,NN,O
,asan ,NN,O
,maadettidi,AJ,O
, be ,NZ,O
,wode ,VV,O
,ufa7ettide,VV,O
, simmana,NN,O
, mala ,NN,O
,daro ,NN,O
,oothota,AJ,O
, ooththizayssa ,NZ,O
,qonccissidi ,VV,O
,xaalay ,VV,O
,kawoko ,NN,O
,giza ,NN,O
,haasa7a,AJ,O
, oothon,NZ,O
, bessanaas ,VV,O
,danda7idaysa ,NP,O
,qonccissida,NP,O
,.,PUN,O
Sentence, Lambbadina ,NN,B-ORG
,hotele ,NN,I-ORG
,ootho ,NN,O
,kaaleththizayti ,PU,O
,daanna ,PU,I-PER
,Mengistu ,NN,I-PER
,Felgey ,NN,I-PER
,imaththata ,AJ,O
,izete ,NZ,O
,kanddo ,VV,O
,mola ,VV,O
,moko ,NN,O
,Koshshizayssa ,NN,O
,malattidi ,AJ,O
,hayssas ,NZ,O
,macaran ,VV,O
,tekinikenne ,NP,O
,oothon ,NP,O
,anjettida ,NC,O
,tamaareti ,NN,O
,koyronthon ,NN,O
,dooridi,NN,O
, oothon,PU,O
, dizayssa ,NN,O
,qonccissida,NN,O
,. ,PUN,O
Sentence,Cuway ,AJ,O
,dontta,NZ,O
, industure ,VV,I-ORG
,gidida ,VV,O
,turizimen,NN,O
